txId,response
b70b6671-bd2f-4300-a316-7dfb5b937ba7,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 8830000000000000, tx cost 8830000727146295, overshot 727146295""},""id"":1}"
199029b6-d85d-4d67-afce-5f5332d7e411,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 6015859604658107, tx cost 6015860331804402, overshot 727146295""},""id"":1}"
9a756da7-f2ad-4770-af78-a87c16f47a5a,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 14200000000000000 want 14200000727146295""},""id"":1}"
7e347486-3c7c-483a-bb32-cdb96e442ec2,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 16967082734568940 want 16967083477412454""},""id"":1}"
d13e3e31-0cf7-4c01-9aa5-0e6835c21f05,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 10000000000000000 want 10000000742843514""},""id"":1}"
add6ae78-2ca9-4c24-8086-1ef375af640a,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 9990000000000000, tx cost 9990000742843514, overshot 742843514""},""id"":1}"
f03c3971-9472-4d38-9b2f-edf2d6c35b01,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 11181940000000000 want 11181940742843514""},""id"":1}"
33df2057-d2fa-4d74-8c6d-afa818a72776,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 15000000000000000 want 15000000742843514""},""id"":1}"
42623251-c8e1-472b-be13-100960f8d9d1,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 16000000000000000 want 16000000742843514""},""id"":1}"
2ea551e3-a173-416c-a8fc-15319fad6a24,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 15830000000000000 want 15830000742843514""},""id"":1}"
db6096d1-8609-494e-af6f-73bd7e68df28,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 11951233495861055, tx cost 11951234238704569, overshot 742843514""},""id"":1}"
e42bd8b8-6edb-4c8a-8b0b-de01e6521eca,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 10723419517145657, tx cost 10723420259989171, overshot 742843514""},""id"":1}"
bbb64ff9-457a-48b4-aece-59629c16fb0f,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 14692587971432131 want 14692588714275645""},""id"":1}"
72c2a3c9-27d7-4c0e-8c75-e7e145bd549d,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 8597986315349908 want 8597987058193422""},""id"":1}"
272c1123-7aa2-47ea-aa28-a84a5b238e2d,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 6567600000000000, tx cost 6567600742843514, overshot 742843514""},""id"":1}"
dc111066-c960-4fc4-94d8-f23c826b4e73,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 14000000000000000 want 14000000742843514""},""id"":1}"
a0a6bff5-3a4f-4e4f-acff-c1e47a723c7e,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 6222849200071000 want 6222849942914514""},""id"":1}"
9e453ea7-8fa7-453b-9d3b-8bd862da6d12,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 12545940000000000, tx cost 12545940742843514, overshot 742843514""},""id"":1}"
c71194d0-9d22-4b25-84d6-7ba7d7a48b11,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 7000000000000000, tx cost 7000000742843514, overshot 742843514""},""id"":1}"
5ebdf440-c46c-4cf7-91a3-5f805f41d5aa,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 16156587036537013 want 16156587779380527""},""id"":1}"
39c562ab-af89-4194-a027-79111b255668,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 14752900000000000 want 14752900742843514""},""id"":1}"
f274b95c-a91f-4f81-9f86-6fadc60dee27,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 7000000000000000, tx cost 7000000742843514, overshot 742843514""},""id"":1}"
b5623198-057a-40ff-9bfc-d5154041fe90,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 12088494921984015, tx cost 12088495664827529, overshot 742843514""},""id"":1}"
9c52f9f5-b314-448a-9cf3-33e66120ce5f,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 18705924661367848, tx cost 18705925404211362, overshot 742843514""},""id"":1}"
8229f494-dc21-4c8d-8624-602b9d28f6d7,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 6099849678124053 want 6099850420967567""},""id"":1}"
eb4b6b5b-3bdf-4a5d-9a40-01e436399b68,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 17958509758725226, tx cost 17958510501568740, overshot 742843514""},""id"":1}"
4dcd356b-1689-4392-bc4a-68f8b092350d,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 11684808869912055 want 11684809612755569""},""id"":1}"
dd44ceb1-02fb-406f-a0e1-eaef77125fb9,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 7726880371015418 want 7726881113858932""},""id"":1}"
39dd956b-54ce-4408-b710-2b22817302d2,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 12720000000000000 want 12720000742843514""},""id"":1}"
77f7d4ee-bdaa-4da4-963f-c3cb74ab93aa,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 16193230729416400 want 16193231472259914""},""id"":1}"
27458bdd-a029-4aad-88ea-255e675710bb,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 14000000000000000 want 14000000742843514""},""id"":1}"
d3ea4a93-4b35-440c-a25f-6d50c0bcd5a9,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 6269999970000000 want 6270000712843514""},""id"":1}"
c62efa06-244c-4e6e-8c91-3ecf30698208,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 7809640000000000, tx cost 7809640742843514, overshot 742843514""},""id"":1}"
9af8adc0-eb74-4b26-86e8-ba5d699fa7cc,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 17211870000000000 want 17211870742843514""},""id"":1}"
f23227fc-ba38-433a-8729-8bd815851810,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 8209706461880215 want 8209707204723729""},""id"":1}"
ac40baeb-2a54-4990-be87-c51ddd1f186e,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 10000000000000000 want 10000000742843514""},""id"":1}"
b925a796-beba-42be-a434-a089874a1c70,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 19062490000000000, tx cost 19062490742843514, overshot 742843514""},""id"":1}"
102df858-c34f-44cc-a86b-5855b1f3b5fa,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 15884838304505076 want 15884839066960147""},""id"":1}"
c6e405f6-043d-4b7e-b31e-6f9ce576060c,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 6138910000000000 want 6138910762455071""},""id"":1}"
1949e80c-5dae-425c-ad67-4112d6cbaccd,"{""jsonrpc"":""2.0"",""error"":{""code"":-32000,""message"":""insufficient funds for gas * price + value: balance 18296394947485361, tx cost 18296395709940432, overshot 762455071""},""id"":1}"
209480e0-ec4e-4a91-b63d-e959e40c8d5d,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 6761690888423604 want 6761691650878675""},""id"":1}"
51e241e8-6fe2-4d60-b67d-57b425601621,"{""jsonrpc"":""2.0"",""error"":{""code"":-32003,""message"":""insufficient funds for gas * price + value: have 55090324012500868 want 55090324774955939""},""id"":1}"
